old_act,old_section,old_section_title,new_act,new_section,new_section_title,mapping_type,notes
IPC,371,Habitual dealing in slaves,BNS,145,Habitual dealing in slaves,direct,145: No change.
IPC,374,Unlawful compulsory labour,BNS,146,Unlawful compulsory labour,direct,146: No change.
IPC,121,"Waging, or attempting to wage war, or abetting waging of war, against the Government of India",BNS,147,"Waging, or attempting to wage war, or abetting waging of war, against Government of India",direct,147: No change.
IPC,121A,Conspiracy to commit offences punishable by section 121,BNS,148,Conspiracy to commit offences punishable by section 147,direct,"148: ""and beyond"" is added."
IPC,122,"Collecting arms, etc., with intention of waging war against the Government of India",BNS,149,"Collecting arms, etc., with intention of waging war against Government of India",direct,149: No change.
IPC,123,Concealing with intent to facilitate design to wage war,BNS,150,Concealing with intent to facilitate design to wage war,direct,150: No change.
IPC,124,"Assaulting President, Governor, etc., with intent to compel or restrain the exercise of any lawful power",BNS,151,"Assaulting President, Governor, etc., with intent to compel or restrain exercise of any lawful power",direct,151: No change.
IPC,125,Waging war against any Asiatic Power in alliance with the Government of India,BNS,153,Waging war against Government of any foreign State at peace with Government of India,direct,"153: Words ""any Asiatic power in alliance"" are
replaced by ""Government of any foreign State
at peace""."
IPC,126,Committing depredation on territories of Power at peace with the Government of India,BNS,154,Committing depredation on territories of foreign State at peace with Government of India,direct,"154: Words ""any power in alliance"" are replaced
by ""any foreign State""."
IPC,127,Receiving property taken by war or depredation mentioned in sections 125 and 126,BNS,155,Receiving property taken by war or depredation mentioned in sections 153 and 154,direct,155: No change.
IPC,128,Public servant voluntarily allowing prisoner of state or war to escape,BNS,156,Public servant voluntarily allowing prisoner of State or war to escape,direct,156: No change.
IPC,129,Public servant negligently suffering such prisoner to escape,BNS,157,Public servant negligently suffering such prisoner to escape,direct,157: No change.
IPC,130,"Aiding escape of, rescuing or harbouring such prisoner",BNS,158,"Aiding escape of, rescuing or harbouring such prisoner",direct,158: No change.
IPC,131,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty",BNS,159,"Abetting mutiny, or attempting to seduce a soldier, sailor or airman from his duty",direct,159: No change.
IPC,132,"Abetment of mutiny, if mutiny is committed in consequence thereof",BNS,160,"Abetment of mutiny, if mutiny is committed in consequence thereof",direct,"160: Upper limit of imprisonment is increased from
three years to ten years."
IPC,133,"Abetment of assault by soldier, sailor or airman on his superior officer, when in execution of his office",BNS,161,"Abetment of assault by soldier, sailor or airman on his superior officer, when in execution of his office",direct,161: No change.
IPC,134,"Abetment of such assault, if the assault committed",BNS,162,"Abetment of such assault, if assault committed",direct,162: No change.
IPC,135,"Abetment of desertion of soldier, sailor or airman",BNS,163,"Abetment of desertion of soldier, sailor or airman",direct,163: No change.
IPC,136,Harbouring deserter,BNS,164,Harbouring deserter,direct,"164: Word ""wife"" is replaced by ""spouse"" in the
exception of this section thereby made gender
nuetral."
IPC,137,Deserter concealed on board merchant vessel through negligence of master,BNS,165,Deserter concealed on board merchant vessel through negligence of master,direct,"165: Upper limit of fine is increased from five
hundred to three thousand rupees."
IPC,138,"Abetment of act of insubordination by soldier, sailor or airman",BNS,166,"Abetment of act of insubordination by soldier, sailor or airman",direct,"166: Upper limit of imprisonment is increased from
six months to two years."
IPC,139,Persons subject to certain Acts,BNS,167,Persons subject to certain Acts,direct,167: No change.
IPC,140,"Wearing garb or carrying token used by soldier, sailor or airman",BNS,168,"Wearing garb or carrying token used by soldier, sailor or airman",direct,"168: ""Military"" is replaced by ""Army."" The upper
limit of the fine has been increased from five
h undred to two thousand rupees."
IPC,171A,"Candidate , Electoral right defined",BNS,169,"Candidate, electoral right defined",direct,169: No change.
IPC,171B,Bribery,BNS,170,Bribery,direct,170: No change.
IPC,171C,Undue influence at elections,BNS,171,Undue influence at elections,direct,171: No change.
IPC,171D,Personation at elections,BNS,172,Personation at elections,direct,172: No change.
IPC,171E,Punishment for bribery,BNS,173,Punishment for bribery,direct,173: No change.
IPC,171F,Punishment for undue influence or personation at an election,BNS,174,Punishment for undue influence or personation at an election,direct,174: No change.
IPC,171G,False statement in connection with an election,BNS,175,False statement in connection with an election,direct,175: No change.
IPC,171H,Illegal payments in connection with an election,BNS,176,Illegal payments in connection with an election,direct,"176: Upper limit of fine is increased from five
hundred to ten thousand rupees."
IPC,171,Wearing garb or carrying token used by public servant with fraudulent intent,BNS,177,Failure to keep election accounts,split,"177: Upper limit of fine is increased from five
hundred to five thousand rupees."
IPC,230,"""Coin"" defined",BNS,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",merged,"178: Nine sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by eight. Illustrations given
u /s 230 IPC are excluded."
IPC,246,Fraudulently or dishonestly diminishing weight or altering composition of coin,BNS,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",merged,"178: Nine sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by eight. Illustrations given
u /s 230 IPC are excluded."
IPC,255,Counterfeiting Government stamp,BNS,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",merged,"178: Nine sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by eight. Illustrations given
u /s 230 IPC are excluded."
IPC,489A,Counterfeiting currency-notes or bank-notes,BNS,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes",merged,"178: Nine sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by eight. Illustrations given
u /s 230 IPC are excluded."
IPC,237,Import or export of counterfeit coin,BNS,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"179: Eleven sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of section and offences has
b een reduced by ten."
IPC,250,Delivery of coin possessed with knowledge that it is altered,BNS,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"179: Eleven sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of section and offences has
b een reduced by ten."
IPC,251,"Delivery of Indian coin, possessed with knowledge that it is altered",BNS,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"179: Eleven sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of section and offences has
b een reduced by ten."
IPC,254,"Delivery of coin as genuine which, when first possessed, the deliverer did not know to be altered",BNS,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"179: Eleven sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of section and offences has
b een reduced by ten."
IPC,258,Sale of counterfeit Government stamp,BNS,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"179: Eleven sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of section and offences has
b een reduced by ten."
IPC,260,Using as genuine a Government stamp known to be counterfeit,BNS,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"179: Eleven sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of section and offences has
b een reduced by ten."
IPC,489B,"Using as genuine, forged or counterfeit currency-notes or bank-notes",BNS,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"179: Eleven sections of IPC have been covered in
this single section of BNS. Thus, in a single
stroke, the number of section and offences has
b een reduced by ten."
IPC,242,Possession of counterfeit coin by person who knew it to be counterfeit when he became possessed thereof,BNS,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"180: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five. and 'not constitute
a n offence' is added."
IPC,243,Possession of Indian coin by person who knew it to be counterfeit when he became possessed thereof,BNS,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"180: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five. and 'not constitute
a n offence' is added."
IPC,252,Possession of coin by person who knew it to be altered when he became possessed thereof,BNS,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"180: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five. and 'not constitute
a n offence' is added."
IPC,253,Possession of Indian coin by person who knew it to be altered when he became possessed thereof,BNS,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"180: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five. and 'not constitute
a n offence' is added."
IPC,259,Having possession of counterfeit Government stamp,BNS,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"180: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five. and 'not constitute
a n offence' is added."
IPC,489C,Possession of forged or counterfeit currency-notes or bank-notes,BNS,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes",merged,"180: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five. and 'not constitute
a n offence' is added."
IPC,233,Making or selling instrument for counterfeiting coin,BNS,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",merged,"181: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five, and 'any coin, stamp
issued by Government for the purpose of
r evenue' is added."
IPC,234,Making or selling instrument for counterfeiting Indian coin,BNS,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",merged,"181: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five, and 'any coin, stamp
issued by Government for the purpose of
r evenue' is added."
IPC,235,Possession of instrument or material for the purpose of using the same for counterfeiting coin,BNS,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",merged,"181: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five, and 'any coin, stamp
issued by Government for the purpose of
r evenue' is added."
IPC,256,Having possession of instrument or material for counterfeiting Government stamp,BNS,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",merged,"181: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five, and 'any coin, stamp
issued by Government for the purpose of
r evenue' is added."
IPC,257,Making or selling instrument for counterfeiting Government stamp,BNS,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",merged,"181: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five, and 'any coin, stamp
issued by Government for the purpose of
r evenue' is added."
IPC,489D,Making or possessing instruments or materials for forging or counterfeiting currency notes or bank-notes,BNS,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes",merged,"181: Six sections of IPC have been covered in this
single section of BNS. Thus, in a single
stroke, the number of sections and offences
has been reduced by five, and 'any coin, stamp
issued by Government for the purpose of
r evenue' is added."
IPC,489E,Making or using documents resembling currency-notes or bank-notes,BNS,182,Making or using documents resembling currency-notes or bank-notes,direct,"182: Upper limit of fine is increased from one
hundred to three hundred rupees and two
hundred to six hundred rupees."
IPC,261,"Effacing writing from substance bearing Government stamp, or removing from document a stamp used for it, with intent to cause loss to Government",BNS,183,"Effacing writing from substance bearing Government stamp, or removing from document a stamp used for it, with intent to cause loss to Government",direct,183: No change.
IPC,262,Using Government stamp known to have been before used,BNS,184,Using Government stamp known to have been before used,direct,184: No change.
IPC,263,Erasure of mark denoting that stamp has been used,BNS,185,Erasure of mark denoting that stamp has been used,direct,185: No change.
IPC,263A,Prohibition of fictitious stamps,BNS,186,of,direct,"186: Words ""'and also in any part of Her Majesty's
dominions"" are excluded."
IPC,244,Person employed in mint causing coin to be of different weight or composition from that fixed by law,BNS,187,Person employed in mint causing coin to be of different weight or composition from that fixed by law,direct,187: No change.
IPC,245,Unlawfully taking coining instrument from mint,BNS,188,Unlawfully taking coining instrument from mint,direct,188: No change.
IPC,141,Unlawful assembly,BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,142,Being member of unlawful assembly,BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,144,Joining unlawful assembly armed with deadly weapon,BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,145,"Joining or continuing in unlawful assembly, knowing it has been commanded to disperse",BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,150,"Hiring, or conniving at hiring, of persons to join unlawful assembly",BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,151,Knowingly joining or continuing in assembly of five or more persons after it has been commanded to disperse,BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,157,Harbouring persons hired for an unlawful assembly,BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,158,Being hired to take part in an unlawful assembly or riot,BNS,189,Unlawful assembly,merged,"189 (1): First, second, third, fourth, fifth, have been
replaced by (a),(b),( c), (d) and( e). 189 (2): Section is included as a sub-section in BNS
sans heading. No other Changes. 189 (3): Ditto. 189 (4): Ditto. 189 (5): Ditto. 189 (6): Ditto. 189 (7): Ditto. 189 (8)/
(9): IPC Section 158 both paragraphs, are
reproduced in two different sub-sections (8)
and (9) of 189 BNS sans heading."
IPC,149,Every member of unlawful assembly guilty of offence committed in prosecution of common object,BNS,190,Every member of unlawful assembly guilty of offence committed in prosecution of common object,direct,190: No change.
IPC,146,Rioting,BNS,191,Rioting,merged,"191 (1): This IPC section defines the offence which is
included in BNS as a sub-section. 191 (2): IPC section is included as a sub-section in
BNS, sans heading. 191 (3): IPC section is included as a sub-section in
BNS, sans heading. Upper limit of
imprisonment is increased from three years to
five years."
IPC,147,Punishment for rioting,BNS,191,Rioting,merged,"191 (1): This IPC section defines the offence which is
included in BNS as a sub-section. 191 (2): IPC section is included as a sub-section in
BNS, sans heading. 191 (3): IPC section is included as a sub-section in
BNS, sans heading. Upper limit of
imprisonment is increased from three years to
five years."
IPC,148,"Rioting, armed with deadly weapon",BNS,191,Rioting,merged,"191 (1): This IPC section defines the offence which is
included in BNS as a sub-section. 191 (2): IPC section is included as a sub-section in
BNS, sans heading. 191 (3): IPC section is included as a sub-section in
BNS, sans heading. Upper limit of
imprisonment is increased from three years to
five years."
IPC,153,Want only giving provocation with intent to cause riot – if rioting be committed: if not committed,BNS,192,Wantonly giving provocation with intent to cause riot-if rioting be committed; if not committed,direct,192: No change.
IPC,154,Owner or occupier of land on which an unlawful assembly is held,BNS,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place",merged,"193 (1): Section is included as a sub-section in BNS.
Words ""Liability of"" and ""or riot"" are added
in the heading. 193 (2): Section is included as a sub-section in BNS
sans heading. 193 (3): Ditto."
IPC,155,Liability of person for whose benefit riot is committed,BNS,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place",merged,"193 (1): Section is included as a sub-section in BNS.
Words ""Liability of"" and ""or riot"" are added
in the heading. 193 (2): Section is included as a sub-section in BNS
sans heading. 193 (3): Ditto."
IPC,156,Liability of agent of owner or occupier for whose benefit riot is committed,BNS,193,"Liability of owner, occupier, etc., of land on which an unlawful assembly or riot takes place",merged,"193 (1): Section is included as a sub-section in BNS.
Words ""Liability of"" and ""or riot"" are added
in the heading. 193 (2): Section is included as a sub-section in BNS
sans heading. 193 (3): Ditto."
IPC,159,Affray,BNS,194,Affray,merged,"194 (1): IPC section is included as a subsection in
BNS. 194 (2): Section is included as a sub-section in BNS
sans heading. Upper limit of fine is increased
from one hundred to one thousand rupees."
IPC,160,Punishment for committing affray,BNS,194,Affray,merged,"194 (1): IPC section is included as a subsection in
BNS. 194 (2): Section is included as a sub-section in BNS
sans heading. Upper limit of fine is increased
from one hundred to one thousand rupees."
IPC,152,"Assaulting or obstructing public servant when suppressing riot, etc",BNS,195,"Assaulting or obstructing public servant when suppressing riot, etc",direct,"195 (1): The Section 152 in the IPC regarding
'assaulting or obstructing public servants when
suppressing riots, etc.' has been divided into
two parts and included in Section 195 of the
new law (BNS): one for the offence of
assaulted in the section of public servants and
the other for threatening to assault or attempt
to obstruct, having different punishments and
fines. The minimum threshold for a fine is
twenty-five thousand rupees, and 'or uses
criminal force on any public servant' is added. 195 (2): In cases where the offender threatens to
assault or attempts to obstruct a public servant
or threatens or attempts to use criminal force
on a public servant in the described situations,
the punishment includes imprisonment of a
term that may extend to one year. A fine may
also be imposed under this sub-section. This is
a rare case of a reduction in punishment."
IPC,153A,"Promoting enmity between different groups on ground of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony",BNS,196,"Promoting enmity between different groups on grounds of religion, race, place of birth, residence, language, etc., and doing acts prejudicial to maintenance of harmony",direct,"196: The word ""or through electronic
communication"" is added as one of the modes
o f spreading disharmony, etc."
IPC,153B,"Imputations, assertions prejudicial to national integration",BNS,197,"Imputations, assertions prejudicial to national integration",direct,"197: Words ""or through electronic
communication"" as the mode of spreading
specified activities are added. 197 (1)d: New Clause 197(1)(d) ""makes or publishes
false or misleading information, jeopardising
the sovereignty, unity and integrity or security
of India""."
IPC,166,"Public servant disobeying law, with intent to cause injury to any person",BNS,198,"Public servant disobeying law, with intent to cause injury to any person",direct,198: No change.
IPC,166A,Public Servant disobeying direction under Law1,BNS,199,Public servant disobeying direction under law,direct,199: No change.
IPC,166B,Punishment for non treatment of victim1,BNS,200,Punishment for non- treatment of victim,direct,200: No change.
IPC,167,Public servant framing an incorrect document with intent to cause injury,BNS,201,Public servant framing an incorrect document with intent to cause injury,direct,201: No change.
IPC,168,Public servant unlawfully engaging in trade,BNS,202,Public servant unlawfully engaging in trade,direct,"202: New punishment of ""community service"" is
added."
IPC,169,Public servant unlawfully buying or bidding for property,BNS,203,Public servant unlawfully buying or bidding for property,direct,203: No change.
IPC,170,Personating a public servant,BNS,204,Personating a public servant,direct,"204: Mandatory minimum imprisonment is
introduced as six months and upper limit is
increased from two years to three years."
IPC,171,Wearing garb or carrying token used by public servant with fraudulent intent,BNS,205,Wearing garb or carrying token used by public servant with fraudulent intent,split,"205: Upper limit of fine is increased from rupees
two hundred to five thousand."
IPC,172,Absconding to avoid service of summons or other proceeding,BNS,206,Absconding to avoid service of summons or other proceeding,direct,"206: The upper limit of the fine is increased from
five hundred to five thousand rupees and one"
IPC,173,"Preventing service of summons or other proceeding, or preventing publication thereof",BNS,207,"Preventing service of summons or other proceeding, or preventing publication thereof",direct,207: Ditto.
IPC,174,Non-attendance in obedience to an order from public servant,BNS,208,Non- attendance in obedience to an order from public servant,direct,208: Ditto.
IPC,174A,Non-appearance in response to a proclamation under section 82 of Act 2 of 1974,BNS,209,"Non- appearance in response to a proclamation under section 84 of Bharatiya Nagarik Suraksha Sanhita, 2023",direct,"209: New punishment of ""as with community
service"" is added in regard to proclamation
under section 84(1)BNSS [82(1) CrPC]."
IPC,175,Omission to produce document to public servant by person legally bound to produce it,BNS,210,Omission to produce document or electronic record to public servant by person legally bound to produce it,direct,"210: The upper limit of the fine has been increased
from five hundred to five thousand rupees and
from one thousand to ten thousand rupees. ""or
if"" is replaced by ""where""
'Court of Justice' is replaced by 'Court'."
IPC,176,Omission to give notice or information to public servant by person legally bound to give it,BNS,211,Omission to give notice or information to public servant by person legally bound to give it,direct,"211: Upper limit of fine are increased from five
hundred to five thousand rupees and one
thousand to ten thousand rupees."
IPC,177,Furnishing false information,BNS,212,Furnishing false information,direct,"212: The upper limit of the fine has been increased
from one thousand to five thousand rupees.
""Bound under clause 5, section VII,
Regulation III, 1821,of the Bengal Code"" is
replaced by ""legally bound"" in the illustration
(b)."
IPC,178,Refusing oath or affirmation when duly required by public servant to make it,BNS,213,Refusing oath or affirmation when duly required by public servant to make it,direct,"213: Upper limit of fine is increased from one
thousand to five thousand rupees."
IPC,179,Refusing to answer public servant authorized to question,BNS,214,Refusing to answer public servant authorised to question,direct,214: Ditto.
IPC,180,Refusing to sign statement,BNS,215,Refusing to sign statement,direct,"215: Upper limit of fine is increased from five
hundred to three thousand rupees."
IPC,181,False statement on oath or affirmation to public servant or person authorized to administer an oath or affirmation,BNS,216,False statement on oath or affirmation to public servant or person authorised to administer an oath or affirmation,direct,216: No change.
IPC,182,"False information, with intent to cause public servant to use his lawful power to the injury of another person",BNS,217,"False information, with intent to cause public servant to use his lawful power to injury of another person",direct,"217: The upper limit of imprisonment increased
from six months to one year, and the fine
increased from one thousand to ten thousand
r upees."
IPC,183,Resistance to the taking of property by the lawful authority of a public servant,BNS,218,Resistance to taking of property by lawful authority of a public servant,direct,"218: Upper limit of fine has been increased from
one thousand to ten thousand rupees."
IPC,184,Obstructing sale of property offered for sale by authority of public servant,BNS,219,Obstructing sale of property offered for sale by authority of public servant,direct,"219: Upper limit of fine has been increased from
five hundred to five thousand rupees."
IPC,185,Illegal purchase or bid for property offered for sale by authority of public servant,BNS,220,Illegal purchase or bid for property offered for sale by authority of public servant,direct,220: No change.
IPC,186,Obstructing public servant in discharge of public functions,BNS,221,Obstructing public servant in discharge of public functions,direct,"221: Upper limit of fine is increased from five
hundred to two thousand and five hundred
rupees."
IPC,187,Omission to assist public servant when bound by law to give assistance,BNS,222,Omission to assist public servant when bound by law to give assistance,direct,"222: Section is reorganised in the form of clauses
(a) and (b) without changing the essence, and
the upper limit of the fine is increased from
two hundred to two thousand and five hundred
rupees and five hundred to five thousand
rupees."
IPC,188,Disobedience to order duly promulgated by public servant,BNS,223,Disobedience to order duly promulgated by public servant,direct,"223: The section is reorganised in the form of
clauses (a) and (b). In clause (a), the upper
limit of imprisonment is increased from one
month to six months, and the fine is increased
from two hundred to two thousand and five
hundred rupees. In clause (b), the limit of
imprisonment is increased from six months to
one year, and the fine from one thousand
r upees to five thousand rupees."
IPC,189,Threat of injury to public servant,BNS,224,Threat of injury to public servant,direct,224: No change.
IPC,190,Threat of injury to induce person to refrain from applying for protection to public servant,BNS,225,Threat of injury to induce person to refrain from applying for protection to public servant,direct,225: No change.
IPC,191,Giving false evidence,BNS,227,Giving false evidence,direct,227: No change.
IPC,192,Fabricating false evidence,BNS,228,Fabricating false evidence,direct,228: No change.
IPC,193,Punishment for false evidence,BNS,229,Punishment for false evidence,direct,"229: Fine is defined in sub-section (1) as up to ten
thousand rupees and in sub-section (2) as up
to five thousand rupees."
IPC,194,Giving or fabricating false evidence with intent to procure conviction of capital offence,BNS,230,Giving or fabricating false evidence with intent to procure conviction of capital offence,direct,"230: Fine defined in this section as up to fifty
thousand rupees."
IPC,195,Giving or fabricating false evidence with intent to procure conviction of offence punishable with imprisonment for life or imprisonment,BNS,231,Giving or fabricating false evidence with intent to procure conviction of offence punishable with imprisonment for life or imprisonment,direct,231: No change.
IPC,195A,Threatening any person to give false evidence,BNS,232,Threatening any person to give false evidence,direct,"232: Reorganized in form of sub-section (1) and (2)
without changing a word."
IPC,196,Using evidence known to be false,BNS,233,Using evidence known to be false,direct,233: No change.
IPC,197,Issuing or signing false certificate,BNS,234,Issuing or signing false certificate,direct,234: No change.
IPC,198,Using as true a certificate known to be false,BNS,235,Using as true a certificate known to be false,direct,235: No change.
IPC,199,False statement made in declaration which is by law receivable as evidence,BNS,236,False statement made in declaration which is by law receivable as evidence,direct,"236: Words ""Court of Justice"" is replaced by
""Court""."
IPC,200,Using as true such declaration knowing it to be false,BNS,237,Using as true such declaration knowing it to be false,direct,"237: ""this section"" is used instead of ""200""
(section) in the explanation of IPC u/s 200
IPC."
IPC,201,"Causing disappearance of evidence of offence, or giving false information to screen offender",BNS,238,"Causing disappearance of evidence of offence, or giving false information to screen offender",direct,"238: Clauses named as (a), (b), (c) sans heading."
IPC,202,Intentional omission to give information of offence by person bound to inform,BNS,239,Intentional omission to give information of offence by person bound to inform,direct,"239: Fine defined in this section is five thousand
r upees, whereas in IPC fine is not defined."
IPC,203,Giving false information respecting an offence committed,BNS,240,Giving false information respecting an offence committed,direct,240: No change.
IPC,204,Destruction of document to prevent its production as evidence,BNS,241,Destruction of document or electronic record to prevent its production as evidence,direct,"241: The upper limit is imprisonment from two
years to three years, and the fine is defined as
u p to five thousand rupees."
IPC,205,False personation for purpose of act or proceeding in suit or prosecution,BNS,242,False personation for purpose of act or proceeding in suit or prosecution,direct,242: No change.
IPC,206,Fraudulent removal or concealment of property to prevent its seizure as forfeited or in execution,BNS,243,Fraudulent removal or concealment of property to prevent its seizure as forfeited or in execution,direct,"243: The upper limit of imprisonment increased
from two years to three years, and the fine is
defined as up to five thousand rupees. ""Court
o f Justice"" is replaced by ""Court""."
IPC,207,Fraudulent claim to property to prevent its seizure as forfeited or in execution,BNS,244,Fraudulent claim to property to prevent its seizure as forfeited or in execution,direct,"244: ""Court of Justice"" is replaced by ""Court""."
IPC,208,Fraudulently suffering decree for sum not due,BNS,245,Fraudulently suffering decree for sum not due,direct,245: No change.
IPC,209,Dishonesty making false claim in Court,BNS,246,Dishonestly making false claim in Court,direct,"246: ""'Court of Justice"" is replaced by 'Court'."
IPC,210,Fraudulently obtaining decree for sum not due,BNS,247,Fraudulently obtaining decree for sum not due,direct,"247: IPC section is reorganized in form of clauses
(a), (b) in BNS."
